@timestamp,kubernetes.container_name
2024-01-18 01:04:07.121,deposit-commodity-trading-service
2024-01-17 01:01:36.117,deposit-commodity-trading-service
2024-01-16 00:59:57.838,deposit-commodity-trading-service
2024-01-15 00:59:49.375,deposit-commodity-trading-service
2024-01-14 00:59:10.960,deposit-commodity-trading-service
2024-01-13 00:56:51.943,deposit-commodity-trading-service
2024-01-12 00:55:39.969,deposit-commodity-trading-service
2024-01-11 00:53:58.895,deposit-commodity-trading-service
2024-01-10 00:53:05.404,deposit-commodity-trading-service
2024-01-09 00:52:56.012,deposit-commodity-trading-service
2024-01-07 00:49:33.103,deposit-commodity-trading-service
2024-01-06 00:50:02.800,deposit-commodity-trading-service
2024-01-05 00:47:38.487,deposit-commodity-trading-service
2024-01-04 00:46:52.506,deposit-commodity-trading-service
2024-01-03 00:45:55.468,deposit-commodity-trading-service
2024-01-02 00:44:04.790,deposit-commodity-trading-service
2024-01-01 00:44:37.961,deposit-commodity-trading-service
2023-12-31 00:42:36.015,deposit-commodity-trading-service
2023-12-30 00:41:35.787,deposit-commodity-trading-service
2023-12-29 00:40:59.676,deposit-commodity-trading-service
2023-12-28 00:39:32.991,deposit-commodity-trading-service
2023-12-27 00:38:47.665,deposit-commodity-trading-service
2023-12-26 00:38:56.107,deposit-commodity-trading-service
2023-12-25 00:37:24.081,deposit-commodity-trading-service
2023-12-24 00:36:12.001,deposit-commodity-trading-service
2023-12-23 00:35:48.971,deposit-commodity-trading-service
2023-12-22 00:34:53.559,deposit-commodity-trading-service
2023-12-21 00:34:08.997,deposit-commodity-trading-service
2023-12-20 00:34:23.702,deposit-commodity-trading-service
2023-12-19 00:32:16.017,deposit-commodity-trading-service
2023-12-18 00:32:01.997,deposit-commodity-trading-service
2023-12-17 00:30:52.765,deposit-commodity-trading-service
2023-12-16 00:30:16.488,deposit-commodity-trading-service
2023-12-15 00:29:36.201,deposit-commodity-trading-service
2023-12-14 00:29:33.422,deposit-commodity-trading-service
2023-12-13 00:28:48.082,deposit-commodity-trading-service
2023-12-12 00:28:06.629,deposit-commodity-trading-service
2023-12-11 00:26:49.962,deposit-commodity-trading-service
2023-12-10 00:26:23.078,deposit-commodity-trading-service
2023-12-09 00:24:58.497,deposit-commodity-trading-service
2023-12-08 00:23:45.406,deposit-commodity-trading-service
2023-12-07 00:22:42.388,deposit-commodity-trading-service
2023-12-06 00:21:58.955,deposit-commodity-trading-service
2023-12-05 00:22:09.560,deposit-commodity-trading-service
2023-12-04 00:19:59.157,deposit-commodity-trading-service
2023-12-03 00:20:03.785,deposit-commodity-trading-service
2023-12-02 00:18:32.407,deposit-commodity-trading-service
2023-12-01 00:18:36.703,deposit-commodity-trading-service
2023-11-30 00:17:18.389,deposit-commodity-trading-service
2023-11-29 00:16:32.485,deposit-commodity-trading-service
2023-11-28 00:15:56.111,deposit-commodity-trading-service
2023-11-27 00:15:16.782,deposit-commodity-trading-service
2023-11-26 00:13:51.182,deposit-commodity-trading-service
2023-11-25 00:12:43.312,deposit-commodity-trading-service
2023-11-24 00:11:46.475,deposit-commodity-trading-service
2023-11-23 00:11:50.777,deposit-commodity-trading-service
2023-11-22 00:10:21.337,deposit-commodity-trading-service
2023-11-21 00:09:33.604,deposit-commodity-trading-service
2023-11-20 00:08:27.385,deposit-commodity-trading-service
2023-11-19 00:07:37.576,deposit-commodity-trading-service
2023-11-18 00:07:11.175,deposit-commodity-trading-service
2023-11-17 00:06:11.405,deposit-commodity-trading-service
2023-11-16 00:04:56.219,deposit-commodity-trading-service
2023-11-15 00:03:58.480,deposit-commodity-trading-service
2023-11-14 00:04:27.028,deposit-commodity-trading-service
2023-11-13 00:02:37.177,deposit-commodity-trading-service
2023-11-12 00:03:20.954,deposit-commodity-trading-service
2023-11-11 00:02:51.789,deposit-commodity-trading-service
2023-11-10 00:02:02.572,deposit-commodity-trading-service
2023-11-09 00:00:31.335,deposit-commodity-trading-service
2023-10-26 23:52:33.079,deposit-commodity-trading-service
2023-10-25 23:51:16.206,deposit-commodity-trading-service
2023-10-24 23:51:05.666,deposit-commodity-trading-service
2023-10-23 23:50:24.855,deposit-commodity-trading-service
2023-10-22 23:50:51.222,deposit-commodity-trading-service
2023-10-21 23:50:33.596,deposit-commodity-trading-service
2023-10-20 23:49:19.361,deposit-commodity-trading-service
2023-10-19 23:48:33.543,deposit-commodity-trading-service
2023-10-18 23:47:51.383,deposit-commodity-trading-service
2023-10-17 23:47:38.509,deposit-commodity-trading-service
2023-10-16 23:47:18.674,deposit-commodity-trading-service
2023-10-15 23:46:57.935,deposit-commodity-trading-service
2023-10-14 23:47:21.190,deposit-commodity-trading-service
2023-10-13 23:46:29.224,deposit-commodity-trading-service
2023-10-12 23:45:36.763,deposit-commodity-trading-service
2023-10-11 23:45:06.169,deposit-commodity-trading-service
2023-10-10 23:44:57.469,deposit-commodity-trading-service
2023-10-09 23:44:20.779,deposit-commodity-trading-service
2023-10-08 23:43:51.299,deposit-commodity-trading-service
2023-10-07 23:43:27.656,deposit-commodity-trading-service
2023-10-06 23:43:34.357,deposit-commodity-trading-service
2023-10-04 23:41:38.726,deposit-commodity-trading-service
2023-10-03 23:40:54.318,deposit-commodity-trading-service
2023-10-01 23:39:28.491,deposit-commodity-trading-service
2023-09-30 23:39:12.326,deposit-commodity-trading-service
2023-09-29 23:39:37.602,deposit-commodity-trading-service
2023-09-28 23:38:03.192,deposit-commodity-trading-service
2023-09-27 23:38:36.098,deposit-commodity-trading-service
2023-09-26 23:37:08.261,deposit-commodity-trading-service
2023-09-25 23:36:46.238,deposit-commodity-trading-service
2023-09-24 23:36:00.641,deposit-commodity-trading-service
2023-09-23 23:35:38.796,deposit-commodity-trading-service
2023-09-22 23:35:08.694,deposit-commodity-trading-service
2023-09-21 23:35:21.772,deposit-commodity-trading-service
2023-09-20 23:34:19.178,deposit-commodity-trading-service
2023-09-19 23:33:59.088,deposit-commodity-trading-service
2023-09-18 23:33:21.305,deposit-commodity-trading-service
2023-09-17 23:33:52.216,deposit-commodity-trading-service
2023-09-16 23:32:44.096,deposit-commodity-trading-service
2023-09-15 23:33:10.692,deposit-commodity-trading-service
2023-09-14 23:31:57.863,deposit-commodity-trading-service
2023-09-13 23:32:14.958,deposit-commodity-trading-service
2023-09-12 23:31:05.602,deposit-commodity-trading-service
2023-09-11 23:30:40.363,deposit-commodity-trading-service
2023-09-10 23:31:16.843,deposit-commodity-trading-service
2023-09-09 23:30:06.493,deposit-commodity-trading-service
2023-09-07 23:30:13.505,deposit-commodity-trading-service
2023-09-06 23:29:35.175,deposit-commodity-trading-service
2023-09-05 23:28:53.630,deposit-commodity-trading-service
2023-09-04 23:28:19.656,deposit-commodity-trading-service
2023-09-03 23:28:00.353,deposit-commodity-trading-service
2023-09-02 23:28:10.446,deposit-commodity-trading-service
2023-09-01 23:27:25.107,deposit-commodity-trading-service
2023-08-31 23:27:02.968,deposit-commodity-trading-service
2023-08-30 23:26:26.348,deposit-commodity-trading-service
2023-08-29 23:26:35.811,deposit-commodity-trading-service
2023-08-28 23:26:37.363,deposit-commodity-trading-service
2023-08-27 23:25:17.177,deposit-commodity-trading-service
2023-08-26 23:25:00.884,deposit-commodity-trading-service
2023-08-25 23:25:13.259,deposit-commodity-trading-service
2023-08-24 23:24:51.955,deposit-commodity-trading-service
2023-08-23 23:23:59.170,deposit-commodity-trading-service
2023-08-22 23:23:41.800,deposit-commodity-trading-service
2023-08-21 23:23:18.889,deposit-commodity-trading-service
2023-08-20 23:23:30.287,deposit-commodity-trading-service
2023-08-19 23:22:37.306,deposit-commodity-trading-service
2023-08-18 23:22:47.534,deposit-commodity-trading-service
2023-08-17 23:21:53.772,deposit-commodity-trading-service
2023-08-16 23:21:34.104,deposit-commodity-trading-service
2023-08-15 23:21:17.772,deposit-commodity-trading-service
2023-08-12 23:21:02.862,deposit-commodity-trading-service
2023-08-11 23:19:56.965,deposit-commodity-trading-service
2023-08-10 23:20:25.103,deposit-commodity-trading-service
2023-08-09 23:20:02.369,deposit-commodity-trading-service
2023-08-08 23:18:56.494,deposit-commodity-trading-service
2023-08-07 23:18:50.642,deposit-commodity-trading-service
2023-08-06 23:18:25.466,deposit-commodity-trading-service
2023-08-05 23:18:57.423,deposit-commodity-trading-service
2023-08-04 23:17:56.478,deposit-commodity-trading-service
2023-08-03 23:17:39.965,deposit-commodity-trading-service
2023-08-02 23:17:22.124,deposit-commodity-trading-service
2023-08-01 23:17:40.456,deposit-commodity-trading-service
2023-07-31 23:16:35.275,deposit-commodity-trading-service
2023-07-30 23:16:36.674,deposit-commodity-trading-service
2023-07-29 23:16:43.844,deposit-commodity-trading-service
2023-07-28 23:16:04.091,deposit-commodity-trading-service
2023-07-27 23:15:47.295,deposit-commodity-trading-service
2023-07-26 23:15:59.654,deposit-commodity-trading-service
2023-07-25 23:15:12.075,deposit-commodity-trading-service
2023-07-24 23:14:49.773,deposit-commodity-trading-service
2023-07-23 23:14:53.862,deposit-commodity-trading-service
2023-07-22 23:15:03.368,deposit-commodity-trading-service
2023-07-21 23:14:23.890,deposit-commodity-trading-service
2023-07-20 23:14:26.888,deposit-commodity-trading-service
2023-07-19 23:13:44.294,deposit-commodity-trading-service
2023-07-18 23:13:33.390,deposit-commodity-trading-service
2023-07-17 23:13:11.037,deposit-commodity-trading-service
2023-07-16 23:12:51.594,deposit-commodity-trading-service
2023-07-15 23:12:36.741,deposit-commodity-trading-service
2023-07-14 23:12:59.038,deposit-commodity-trading-service
2023-07-13 23:12:21.790,deposit-commodity-trading-service
2023-07-12 23:11:58.469,deposit-commodity-trading-service
2023-07-11 23:12:07.496,deposit-commodity-trading-service
2023-07-10 23:11:27.459,deposit-commodity-trading-service
2023-07-09 23:11:20.484,deposit-commodity-trading-service
2023-07-08 23:11:04.153,deposit-commodity-trading-service
2023-07-07 23:10:47.888,deposit-commodity-trading-service
2023-07-06 23:10:32.694,deposit-commodity-trading-service
2023-07-05 23:10:26.799,deposit-commodity-trading-service
2023-07-04 23:10:46.190,deposit-commodity-trading-service
2023-07-03 23:10:19.484,deposit-commodity-trading-service
2023-07-02 23:10:20.193,deposit-commodity-trading-service
2023-07-01 23:10:06.983,deposit-commodity-trading-service
2023-06-30 23:09:55.587,deposit-commodity-trading-service
2023-06-29 23:09:26.729,deposit-commodity-trading-service
2023-06-28 23:09:16.951,deposit-commodity-trading-service
2023-06-27 23:08:58.900,deposit-commodity-trading-service
2023-06-26 23:08:39.112,deposit-commodity-trading-service
2023-06-25 23:08:56.459,deposit-commodity-trading-service
2023-06-24 23:08:49.209,deposit-commodity-trading-service
2023-06-23 23:08:51.763,deposit-commodity-trading-service
2023-06-22 23:08:30.505,deposit-commodity-trading-service
2023-06-21 23:08:34.529,deposit-commodity-trading-service
2023-06-20 23:08:36.176,deposit-commodity-trading-service
2023-06-19 23:08:15.732,deposit-commodity-trading-service
2023-06-18 23:08:10.247,deposit-commodity-trading-service
2023-06-17 23:07:55.465,deposit-commodity-trading-service
2023-06-16 20:07:47.751,deposit-commodity-trading-service
2023-06-15 23:07:40.149,deposit-commodity-trading-service
2023-06-14 23:07:45.873,deposit-commodity-trading-service
2023-06-13 23:07:10.665,deposit-commodity-trading-service
2023-06-12 23:07:20.468,deposit-commodity-trading-service
2023-06-11 23:07:05.886,deposit-commodity-trading-service
2023-06-10 23:06:47.965,deposit-commodity-trading-service
2023-06-09 23:07:19.193,deposit-commodity-trading-service
2023-06-08 23:06:31.177,deposit-commodity-trading-service
2023-06-07 23:07:20.701,deposit-commodity-trading-service
2023-06-06 23:06:49.747,deposit-commodity-trading-service
2023-06-05 23:06:29.975,deposit-commodity-trading-service
2023-06-04 23:06:24.267,deposit-commodity-trading-service
2023-06-03 23:06:08.263,deposit-commodity-trading-service
2023-06-02 23:05:37.542,deposit-commodity-trading-service
